age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,Contacts_during_the_Campaign,Previous_Outcome,Desired_Target,Desired_Target_Num,state
33,technician,married,basic.9y,no,yes,no,telephone,May,Monday,215,1,nonexistent,Not Subscribed,1,New South Wales
36,blue-collar,single,basic.9y,unknown,yes,no,telephone,May,Monday,379,2,nonexistent,Not Subscribed,1,Queensland
33,technician,married,basic.9y,no,yes,no,telephone,May,Monday,315,1,nonexistent,Not Subscribed,1,South Australia
36,technician,married,high.school,no,yes,no,telephone,May,Monday,162,1,nonexistent,Not Subscribed,1,Queensland
33,technician,married,basic.9y,no,no,no,telephone,May,Monday,493,1,nonexistent,Not Subscribed,1,Queensland
28,student,single,university.degree,unknown,yes,no,telephone,May,Monday,225,1,nonexistent,Not Subscribed,1,New South Wales
28,student,single,university.degree,unknown,yes,no,telephone,May,Monday,208,1,nonexistent,Not Subscribed,1,Queensland
38,technician,married,professional.course,no,no,no,telephone,May,Monday,80,4,nonexistent,Not Subscribed,1,Victoria
50,management,divorced,professional.course,no,no,no,telephone,May,Monday,39,3,nonexistent,Not Subscribed,1,Queensland
32,management,married,high.school,no,yes,no,telephone,May,Monday,132,1,nonexistent,Not Subscribed,1,New South Wales
45,blue-collar,married,basic.4y,no,no,no,telephone,May,Monday,101,1,nonexistent,Not Subscribed,1,New South Wales
36,admin.,married,university.degree,no,no,no,telephone,May,Monday,188,1,nonexistent,Not Subscribed,1,Queensland
30,blue-collar,single,basic.9y,unknown,unknown,unknown,telephone,May,Monday,386,2,nonexistent,Not Subscribed,1,South Australia
41,blue-collar,married,basic.9y,unknown,no,no,telephone,May,Monday,457,4,nonexistent,Not Subscribed,1,New South Wales
34,blue-collar,single,basic.6y,unknown,yes,no,telephone,May,Monday,891,1,nonexistent,Not Subscribed,1,Queensland
57,retired,single,high.school,no,no,no,telephone,May,Monday,53,1,nonexistent,Not Subscribed,1,South Australia
50,blue-collar,married,high.school,unknown,no,no,telephone,May,Monday,326,1,nonexistent,Not Subscribed,1,Queensland
57,retired,single,high.school,no,yes,yes,telephone,May,Monday,507,1,nonexistent,Not Subscribed,1,Victoria
32,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Monday,1083,2,nonexistent,Not Subscribed,1,South Australia
44,blue-collar,married,basic.4y,no,yes,yes,telephone,May,Monday,123,2,nonexistent,Not Subscribed,1,Victoria
57,retired,single,high.school,no,unknown,unknown,telephone,May,Monday,1266,1,nonexistent,Not Subscribed,1,New South Wales
46,technician,married,basic.9y,no,no,no,telephone,May,Monday,171,6,nonexistent,Not Subscribed,1,Western Australia
44,services,married,basic.4y,unknown,yes,no,telephone,May,Monday,160,4,nonexistent,Not Subscribed,1,Queensland
32,blue-collar,single,basic.9y,no,no,no,telephone,May,Monday,178,2,nonexistent,Not Subscribed,1,South Australia
41,entrepreneur,married,basic.6y,no,no,no,telephone,May,Monday,156,3,nonexistent,Not Subscribed,1,New South Wales
38,unemployed,married,basic.9y,unknown,no,no,telephone,May,Monday,200,2,nonexistent,Not Subscribed,1,New South Wales
33,technician,married,basic.9y,no,no,no,telephone,May,Monday,154,2,nonexistent,Not Subscribed,1,New South Wales
30,blue-collar,single,basic.9y,no,yes,yes,telephone,May,Monday,163,4,nonexistent,Not Subscribed,1,Victoria
37,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,May,Monday,391,1,nonexistent,Not Subscribed,1,Victoria
51,blue-collar,married,basic.9y,no,no,no,telephone,May,Monday,470,1,nonexistent,Not Subscribed,1,New South Wales
52,management,married,university.degree,unknown,no,no,telephone,May,Monday,268,4,nonexistent,Not Subscribed,1,New South Wales
39,blue-collar,married,basic.9y,no,no,no,telephone,May,Monday,793,5,nonexistent,Not Subscribed,1,Western Australia
50,management,married,basic.9y,no,no,no,telephone,May,Monday,219,4,nonexistent,Not Subscribed,1,Northern Territory
53,retired,divorced,basic.4y,no,no,no,telephone,May,Monday,460,1,nonexistent,Not Subscribed,1,New South Wales
51,technician,married,professional.course,no,yes,yes,telephone,May,Monday,246,1,nonexistent,Not Subscribed,1,Victoria
40,admin.,single,university.degree,no,yes,no,telephone,May,Monday,194,3,nonexistent,Not Subscribed,1,Northern Territory
55,blue-collar,married,basic.4y,unknown,yes,no,telephone,May,Monday,413,1,nonexistent,Not Subscribed,1,New South Wales
42,unemployed,married,basic.4y,unknown,yes,no,telephone,May,Monday,574,6,nonexistent,Not Subscribed,1,New South Wales
47,admin.,divorced,university.degree,no,yes,no,telephone,May,Monday,256,4,nonexistent,Not Subscribed,1,South Australia
33,blue-collar,married,basic.9y,unknown,yes,no,telephone,May,Monday,88,2,nonexistent,Not Subscribed,1,Tasmania
37,self-employed,divorced,university.degree,no,yes,yes,telephone,May,Monday,146,1,nonexistent,Not Subscribed,1,Western Australia
37,self-employed,divorced,university.degree,no,yes,no,telephone,May,Monday,596,1,nonexistent,Not Subscribed,1,Northern Territory
45,blue-collar,married,basic.4y,unknown,yes,no,telephone,May,Monday,170,2,nonexistent,Not Subscribed,1,New South Wales
30,admin.,single,high.school,no,unknown,unknown,telephone,May,Monday,139,1,nonexistent,Not Subscribed,1,Queensland
30,admin.,single,high.school,no,no,no,telephone,May,Monday,577,1,nonexistent,Not Subscribed,1,New South Wales
38,blue-collar,married,basic.6y,no,no,no,telephone,May,Monday,177,3,nonexistent,Not Subscribed,1,Queensland
31,services,married,high.school,no,yes,no,telephone,May,Monday,335,1,nonexistent,Not Subscribed,1,Queensland
48,blue-collar,married,basic.9y,no,yes,no,telephone,May,Monday,262,2,nonexistent,Not Subscribed,1,New South Wales
29,admin.,single,high.school,no,yes,no,telephone,May,Monday,115,1,nonexistent,Not Subscribed,1,New South Wales
44,blue-collar,married,basic.9y,unknown,yes,no,telephone,May,Monday,136,4,nonexistent,Not Subscribed,1,Queensland
38,blue-collar,single,basic.9y,unknown,yes,no,telephone,May,Monday,289,3,nonexistent,Not Subscribed,1,Western Australia
48,blue-collar,married,basic.9y,no,yes,no,telephone,May,Monday,529,2,nonexistent,Not Subscribed,1,Victoria
41,blue-collar,married,basic.4y,no,yes,no,telephone,May,Monday,247,2,nonexistent,Not Subscribed,1,Victoria
32,services,married,high.school,no,unknown,unknown,telephone,May,Monday,72,2,nonexistent,Not Subscribed,1,Northern Territory
56,admin.,married,high.school,no,yes,no,telephone,May,Monday,166,2,nonexistent,Not Subscribed,1,Victoria
39,technician,married,university.degree,no,yes,no,telephone,May,Monday,320,3,nonexistent,Not Subscribed,1,Victoria
33,technician,married,professional.course,no,yes,no,telephone,May,Monday,307,4,nonexistent,Not Subscribed,1,Western Australia
31,admin.,married,high.school,no,no,no,telephone,May,Monday,220,3,nonexistent,Not Subscribed,1,Victoria
54,retired,divorced,professional.course,no,no,no,telephone,May,Monday,241,3,nonexistent,Not Subscribed,1,Victoria
26,services,divorced,professional.course,no,no,no,telephone,May,Monday,241,1,nonexistent,Not Subscribed,1,Northern Territory
54,blue-collar,married,professional.course,unknown,yes,yes,telephone,May,Monday,198,3,nonexistent,Not Subscribed,1,Queensland
45,management,married,professional.course,no,no,no,telephone,May,Monday,98,2,nonexistent,Not Subscribed,1,New South Wales
41,blue-collar,divorced,basic.6y,no,yes,no,telephone,May,Monday,391,2,nonexistent,Not Subscribed,1,New South Wales
35,admin.,single,university.degree,no,no,yes,telephone,May,Monday,126,2,nonexistent,Not Subscribed,1,Victoria
28,admin.,married,high.school,no,yes,no,telephone,May,Monday,55,2,nonexistent,Not Subscribed,1,New South Wales
34,self-employed,married,university.degree,no,yes,yes,telephone,May,Monday,86,4,nonexistent,Not Subscribed,1,Western Australia
57,retired,single,high.school,no,no,no,telephone,May,Monday,166,2,nonexistent,Not Subscribed,1,Queensland
35,admin.,married,high.school,unknown,no,no,telephone,May,Monday,66,4,nonexistent,Not Subscribed,1,New South Wales
39,technician,married,basic.6y,no,no,yes,telephone,May,Monday,155,3,nonexistent,Not Subscribed,1,Tasmania
30,services,married,professional.course,unknown,no,no,telephone,May,Monday,311,3,nonexistent,Not Subscribed,1,New South Wales
35,blue-collar,married,basic.9y,no,no,no,telephone,May,Monday,63,5,nonexistent,Not Subscribed,1,New South Wales
58,management,married,university.degree,no,no,no,telephone,May,Monday,236,10,nonexistent,Not Subscribed,1,Victoria
34,blue-collar,married,basic.9y,no,no,yes,telephone,May,Monday,92,3,nonexistent,Not Subscribed,1,South Australia
29,management,single,university.degree,no,yes,no,telephone,May,Monday,253,2,nonexistent,Not Subscribed,1,Queensland
37,admin.,married,basic.4y,no,yes,no,telephone,May,Monday,65,1,nonexistent,Not Subscribed,1,Queensland
25,blue-collar,married,basic.9y,no,yes,no,telephone,May,Monday,41,1,nonexistent,Not Subscribed,1,New South Wales
31,blue-collar,married,basic.9y,no,unknown,unknown,telephone,May,Monday,163,2,nonexistent,Not Subscribed,1,New South Wales
56,admin.,married,basic.9y,unknown,no,no,telephone,May,Monday,10,11,nonexistent,Not Subscribed,1,New South Wales
39,services,married,professional.course,no,no,no,telephone,May,Monday,221,1,nonexistent,Not Subscribed,1,Victoria
27,blue-collar,married,basic.9y,unknown,no,no,telephone,May,Monday,484,3,nonexistent,Not Subscribed,1,New South Wales
52,management,married,university.degree,unknown,no,no,telephone,May,Monday,467,5,nonexistent,Not Subscribed,1,Western Australia
39,technician,married,university.degree,no,yes,no,telephone,May,Monday,241,3,nonexistent,Not Subscribed,1,Northern Territory
34,management,single,university.degree,no,no,no,telephone,May,Monday,248,2,nonexistent,Not Subscribed,1,Victoria
47,services,divorced,high.school,no,no,no,telephone,May,Monday,198,3,nonexistent,Not Subscribed,1,Victoria
31,blue-collar,married,basic.6y,no,yes,no,telephone,May,Monday,212,2,nonexistent,Not Subscribed,1,Queensland
33,admin.,married,high.school,no,yes,yes,telephone,May,Monday,115,4,nonexistent,Not Subscribed,1,Victoria
36,blue-collar,married,basic.6y,unknown,no,no,telephone,May,Monday,58,7,nonexistent,Not Subscribed,1,New South Wales
31,services,single,high.school,no,unknown,unknown,telephone,May,Monday,456,6,nonexistent,Not Subscribed,1,Victoria
36,blue-collar,married,basic.6y,unknown,yes,no,telephone,May,Monday,145,4,nonexistent,Not Subscribed,1,Victoria
57,blue-collar,married,basic.4y,unknown,yes,no,telephone,May,Monday,300,3,nonexistent,Not Subscribed,1,Queensland
41,management,married,high.school,no,no,no,telephone,May,Monday,264,2,nonexistent,Not Subscribed,1,New South Wales
40,admin.,married,basic.9y,unknown,yes,yes,telephone,May,Monday,184,4,nonexistent,Not Subscribed,1,Western Australia
40,services,married,high.school,unknown,yes,no,telephone,May,Monday,177,4,nonexistent,Not Subscribed,1,New South Wales
29,blue-collar,married,basic.9y,no,no,no,telephone,May,Monday,65,5,nonexistent,Not Subscribed,1,Victoria
39,blue-collar,married,basic.9y,no,no,no,telephone,May,Monday,299,5,nonexistent,Not Subscribed,1,Western Australia
31,blue-collar,single,high.school,unknown,yes,no,telephone,May,Monday,93,4,nonexistent,Not Subscribed,1,New South Wales
50,blue-collar,married,basic.4y,unknown,yes,no,telephone,May,Monday,22,5,nonexistent,Not Subscribed,1,New South Wales
47,blue-collar,married,basic.4y,no,unknown,unknown,telephone,May,Monday,170,8,nonexistent,Not Subscribed,1,New South Wales
37,admin.,married,unknown,no,no,no,telephone,May,Monday,89,3,nonexistent,Not Subscribed,1,Western Australia
37,admin.,married,high.school,no,yes,no,telephone,May,Monday,166,4,nonexistent,Not Subscribed,1,Queensland
32,unemployed,married,basic.9y,no,unknown,unknown,telephone,May,Monday,128,3,nonexistent,Not Subscribed,1,Victoria
56,admin.,married,high.school,no,yes,yes,telephone,May,Monday,197,3,nonexistent,Not Subscribed,1,Queensland
36,services,married,high.school,unknown,yes,no,telephone,May,Monday,395,3,nonexistent,Not Subscribed,1,Northern Territory
51,technician,married,professional.course,no,yes,no,telephone,May,Monday,220,2,nonexistent,Not Subscribed,1,New South Wales
47,blue-collar,divorced,basic.4y,no,no,yes,telephone,May,Monday,298,2,nonexistent,Not Subscribed,1,Queensland
54,technician,married,university.degree,unknown,no,yes,telephone,May,Monday,123,7,nonexistent,Not Subscribed,1,Queensland
41,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Monday,334,7,nonexistent,Not Subscribed,1,Victoria
44,blue-collar,married,high.school,unknown,yes,no,telephone,May,Monday,73,3,nonexistent,Not Subscribed,1,South Australia
41,admin.,single,university.degree,unknown,yes,yes,telephone,May,Monday,186,6,nonexistent,Not Subscribed,1,Victoria
57,services,divorced,high.school,no,no,no,telephone,May,Monday,78,3,nonexistent,Not Subscribed,1,New South Wales
44,blue-collar,married,high.school,no,no,no,telephone,May,Monday,13,5,nonexistent,Not Subscribed,1,Victoria
42,admin.,single,unknown,no,no,no,telephone,May,Monday,51,9,nonexistent,Not Subscribed,1,Victoria
46,admin.,divorced,university.degree,unknown,no,no,telephone,May,Monday,303,3,nonexistent,Not Subscribed,1,New South Wales
35,services,married,high.school,no,no,no,telephone,May,Monday,159,3,nonexistent,Not Subscribed,1,Queensland
54,unknown,married,unknown,unknown,no,no,telephone,May,Monday,103,8,nonexistent,Not Subscribed,1,Victoria
35,admin.,single,basic.4y,unknown,no,no,telephone,May,Monday,95,3,nonexistent,Not Subscribed,1,Victoria
37,technician,married,basic.9y,unknown,yes,no,telephone,May,Monday,46,3,nonexistent,Not Subscribed,1,Victoria
52,housemaid,married,basic.4y,unknown,yes,no,telephone,May,Monday,84,3,nonexistent,Not Subscribed,1,Queensland
41,admin.,married,basic.9y,unknown,yes,no,telephone,May,Monday,344,3,nonexistent,Not Subscribed,1,New South Wales
31,technician,married,professional.course,no,no,no,telephone,May,Monday,157,5,nonexistent,Not Subscribed,1,Victoria
40,blue-collar,divorced,basic.6y,no,no,no,telephone,May,Monday,162,4,nonexistent,Not Subscribed,1,Victoria
45,entrepreneur,married,basic.9y,no,no,no,telephone,May,Monday,249,4,nonexistent,Not Subscribed,1,Queensland
47,management,married,university.degree,no,no,no,telephone,May,Monday,24,12,nonexistent,Not Subscribed,1,Northern Territory
39,admin.,married,high.school,no,unknown,unknown,telephone,May,Monday,185,4,nonexistent,Not Subscribed,1,New South Wales
45,admin.,divorced,university.degree,unknown,yes,no,telephone,May,Monday,212,5,nonexistent,Not Subscribed,1,Queensland
26,admin.,single,high.school,no,yes,no,telephone,May,Monday,195,2,nonexistent,Not Subscribed,1,Victoria
36,blue-collar,single,basic.4y,no,yes,no,telephone,May,Monday,143,4,nonexistent,Not Subscribed,1,New South Wales
33,blue-collar,married,basic.9y,no,no,no,telephone,May,Monday,68,2,nonexistent,Not Subscribed,1,Queensland
38,management,married,university.degree,no,yes,no,telephone,May,Monday,274,6,nonexistent,Not Subscribed,1,New South Wales
50,blue-collar,married,basic.4y,unknown,yes,no,telephone,May,Monday,152,5,nonexistent,Not Subscribed,1,New South Wales
37,blue-collar,single,high.school,no,no,no,telephone,May,Monday,325,4,nonexistent,Not Subscribed,1,Victoria
39,blue-collar,married,basic.9y,no,no,no,telephone,May,Monday,249,4,nonexistent,Not Subscribed,1,Queensland
36,admin.,single,high.school,no,yes,yes,telephone,May,Monday,111,4,nonexistent,Not Subscribed,1,Queensland
35,admin.,married,high.school,no,yes,no,telephone,May,Monday,81,4,nonexistent,Not Subscribed,1,New South Wales
31,blue-collar,married,basic.9y,no,yes,no,telephone,May,Monday,181,4,nonexistent,Not Subscribed,1,South Australia
31,unemployed,single,professional.course,no,no,no,telephone,May,Tuesday,92,2,nonexistent,Not Subscribed,1,New South Wales
32,blue-collar,married,basic.9y,no,no,no,telephone,May,Tuesday,85,2,nonexistent,Not Subscribed,1,New South Wales
51,entrepreneur,divorced,unknown,no,yes,no,telephone,May,Tuesday,141,6,nonexistent,Not Subscribed,1,New South Wales
39,blue-collar,divorced,basic.9y,no,yes,no,telephone,May,Tuesday,182,6,nonexistent,Not Subscribed,1,Queensland
25,services,married,high.school,no,yes,no,telephone,May,Tuesday,530,7,nonexistent,Not Subscribed,1,Western Australia
40,housemaid,single,university.degree,no,no,no,telephone,May,Tuesday,160,3,nonexistent,Not Subscribed,1,New South Wales
28,services,married,high.school,no,yes,no,telephone,May,Tuesday,176,4,nonexistent,Not Subscribed,1,New South Wales
29,management,married,university.degree,no,no,no,telephone,May,Tuesday,134,2,nonexistent,Not Subscribed,1,Victoria
57,blue-collar,married,professional.course,unknown,unknown,unknown,telephone,May,Tuesday,514,5,nonexistent,Not Subscribed,1,Western Australia
53,blue-collar,married,basic.9y,unknown,no,no,telephone,May,Tuesday,181,5,nonexistent,Not Subscribed,1,Queensland
39,blue-collar,married,basic.9y,unknown,no,no,telephone,May,Tuesday,504,4,nonexistent,Subscribed,0,Queensland
60,technician,divorced,professional.course,unknown,yes,no,telephone,May,Tuesday,160,3,nonexistent,Not Subscribed,1,Queensland
42,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Tuesday,267,3,nonexistent,Not Subscribed,1,New South Wales
30,admin.,married,university.degree,no,yes,no,telephone,May,Tuesday,907,2,nonexistent,Not Subscribed,1,Tasmania
34,technician,married,university.degree,no,no,no,telephone,May,Tuesday,200,1,nonexistent,Not Subscribed,1,Western Australia
43,technician,single,professional.course,no,no,no,telephone,May,Tuesday,139,1,nonexistent,Not Subscribed,1,New South Wales
38,blue-collar,married,basic.6y,no,yes,no,telephone,May,Tuesday,147,1,nonexistent,Not Subscribed,1,New South Wales
35,admin.,single,university.degree,no,yes,no,telephone,May,Tuesday,153,1,nonexistent,Not Subscribed,1,South Australia
26,admin.,single,high.school,no,no,no,telephone,May,Tuesday,109,1,nonexistent,Not Subscribed,1,Victoria
31,blue-collar,married,basic.9y,no,yes,no,telephone,May,Tuesday,97,2,nonexistent,Not Subscribed,1,Victoria
55,unemployed,married,basic.4y,unknown,yes,no,telephone,May,Tuesday,164,1,nonexistent,Not Subscribed,1,Western Australia
59,housemaid,married,basic.4y,unknown,no,yes,telephone,May,Tuesday,70,1,nonexistent,Not Subscribed,1,Victoria
28,blue-collar,single,basic.9y,no,unknown,unknown,telephone,May,Tuesday,71,1,nonexistent,Not Subscribed,1,New South Wales
48,blue-collar,married,basic.9y,no,yes,no,telephone,May,Tuesday,723,1,nonexistent,Not Subscribed,1,Victoria
37,services,married,basic.9y,no,yes,no,telephone,May,Tuesday,518,1,nonexistent,Not Subscribed,1,New South Wales
35,blue-collar,married,basic.6y,unknown,no,no,telephone,May,Tuesday,147,1,nonexistent,Not Subscribed,1,Victoria
30,admin.,single,high.school,no,yes,yes,telephone,May,Tuesday,101,1,nonexistent,Not Subscribed,1,South Australia
30,admin.,single,high.school,no,no,no,telephone,May,Tuesday,142,1,nonexistent,Not Subscribed,1,New South Wales
32,admin.,single,university.degree,unknown,no,no,telephone,May,Tuesday,1346,1,nonexistent,Subscribed,0,New South Wales
53,admin.,married,high.school,no,yes,no,telephone,May,Tuesday,520,1,nonexistent,Not Subscribed,1,Queensland
34,blue-collar,married,basic.4y,no,no,no,telephone,May,Tuesday,611,2,nonexistent,Not Subscribed,1,New South Wales
51,unemployed,married,basic.9y,unknown,yes,no,telephone,May,Tuesday,66,1,nonexistent,Not Subscribed,1,Victoria
43,admin.,married,high.school,no,yes,no,telephone,May,Tuesday,135,3,nonexistent,Not Subscribed,1,Victoria
54,retired,divorced,basic.4y,no,yes,no,telephone,May,Tuesday,276,2,nonexistent,Not Subscribed,1,Victoria
45,services,single,professional.course,unknown,no,no,telephone,May,Tuesday,449,1,nonexistent,Not Subscribed,1,South Australia
46,management,single,university.degree,no,no,no,telephone,May,Tuesday,98,1,nonexistent,Not Subscribed,1,South Australia
57,admin.,divorced,university.degree,no,yes,no,telephone,May,Tuesday,105,1,nonexistent,Not Subscribed,1,Victoria
34,admin.,divorced,university.degree,no,no,no,telephone,May,Tuesday,382,2,nonexistent,Not Subscribed,1,Queensland
33,housemaid,married,basic.4y,no,no,no,telephone,May,Tuesday,213,1,nonexistent,Not Subscribed,1,Victoria
48,admin.,married,high.school,no,yes,no,telephone,May,Tuesday,116,1,nonexistent,Not Subscribed,1,Queensland
37,unknown,married,university.degree,no,no,yes,telephone,May,Tuesday,249,3,nonexistent,Not Subscribed,1,Victoria
33,self-employed,married,university.degree,no,yes,no,telephone,May,Tuesday,50,1,nonexistent,Not Subscribed,1,Queensland
36,admin.,single,university.degree,no,no,yes,telephone,May,Tuesday,138,1,nonexistent,Not Subscribed,1,Western Australia
48,unknown,married,basic.4y,unknown,no,no,telephone,May,Tuesday,375,1,nonexistent,Not Subscribed,1,Victoria
28,blue-collar,single,basic.9y,no,yes,no,telephone,May,Tuesday,49,1,nonexistent,Not Subscribed,1,New South Wales
30,admin.,single,university.degree,no,yes,no,telephone,May,Tuesday,178,2,nonexistent,Not Subscribed,1,South Australia
31,management,single,university.degree,no,no,no,telephone,May,Tuesday,169,1,nonexistent,Not Subscribed,1,New South Wales
51,unemployed,married,basic.9y,unknown,no,no,telephone,May,Tuesday,1386,1,nonexistent,Not Subscribed,1,Queensland
26,admin.,married,high.school,unknown,no,no,telephone,May,Tuesday,155,1,nonexistent,Not Subscribed,1,Northern Territory
40,blue-collar,married,basic.6y,unknown,no,no,telephone,May,Tuesday,120,1,nonexistent,Not Subscribed,1,Queensland
40,blue-collar,married,basic.6y,unknown,yes,no,telephone,May,Tuesday,203,1,nonexistent,Not Subscribed,1,Victoria
51,blue-collar,divorced,basic.4y,no,no,no,telephone,May,Tuesday,244,1,nonexistent,Not Subscribed,1,Victoria
30,blue-collar,single,basic.9y,no,yes,no,telephone,May,Tuesday,428,1,nonexistent,Not Subscribed,1,Western Australia
34,entrepreneur,married,professional.course,no,yes,no,telephone,May,Tuesday,53,1,nonexistent,Not Subscribed,1,Victoria
51,blue-collar,divorced,basic.4y,no,no,no,telephone,May,Tuesday,360,1,nonexistent,Not Subscribed,1,Victoria
39,admin.,single,high.school,unknown,no,no,telephone,May,Tuesday,215,1,nonexistent,Not Subscribed,1,New South Wales
57,blue-collar,married,basic.4y,unknown,no,yes,telephone,May,Tuesday,500,2,nonexistent,Not Subscribed,1,Victoria
33,technician,divorced,high.school,no,no,no,telephone,May,Tuesday,207,1,nonexistent,Not Subscribed,1,Queensland
33,management,married,basic.4y,no,yes,yes,telephone,May,Tuesday,568,4,nonexistent,Subscribed,0,Victoria
22,blue-collar,single,basic.6y,unknown,unknown,unknown,telephone,May,Tuesday,270,1,nonexistent,Not Subscribed,1,Queensland
38,admin.,married,university.degree,no,unknown,unknown,telephone,May,Tuesday,154,1,nonexistent,Not Subscribed,1,New South Wales
56,technician,married,basic.4y,unknown,unknown,unknown,telephone,May,Tuesday,272,1,nonexistent,Not Subscribed,1,New South Wales
45,services,married,high.school,no,no,no,telephone,May,Tuesday,229,1,nonexistent,Not Subscribed,1,New South Wales
50,technician,married,professional.course,no,no,no,telephone,May,Tuesday,108,1,nonexistent,Not Subscribed,1,New South Wales
28,admin.,married,university.degree,no,yes,no,telephone,May,Tuesday,210,1,nonexistent,Not Subscribed,1,New South Wales
53,technician,married,professional.course,unknown,yes,no,telephone,May,Tuesday,383,1,nonexistent,Not Subscribed,1,New South Wales
39,self-employed,married,basic.4y,unknown,yes,no,telephone,May,Tuesday,3366,3,nonexistent,Not Subscribed,1,New South Wales
33,technician,divorced,professional.course,no,no,no,telephone,May,Tuesday,259,6,nonexistent,Not Subscribed,1,Western Australia
38,management,married,basic.9y,no,yes,no,telephone,May,Tuesday,1000,1,nonexistent,Subscribed,0,Queensland
35,admin.,single,high.school,no,yes,yes,telephone,May,Tuesday,618,1,nonexistent,Subscribed,0,New South Wales
28,blue-collar,married,basic.9y,unknown,no,no,telephone,May,Tuesday,237,1,nonexistent,Not Subscribed,1,Victoria
30,technician,single,university.degree,unknown,no,no,telephone,May,Tuesday,106,1,nonexistent,Not Subscribed,1,Queensland
37,admin.,single,university.degree,no,no,no,telephone,May,Tuesday,351,1,nonexistent,Not Subscribed,1,Victoria
42,housemaid,married,high.school,unknown,yes,no,telephone,May,Tuesday,218,1,nonexistent,Not Subscribed,1,Western Australia
35,services,single,high.school,no,no,yes,telephone,May,Tuesday,198,1,nonexistent,Not Subscribed,1,Western Australia
48,admin.,divorced,high.school,no,no,yes,telephone,May,Tuesday,284,2,nonexistent,Not Subscribed,1,Victoria
41,technician,married,professional.course,unknown,yes,no,telephone,May,Tuesday,190,1,nonexistent,Not Subscribed,1,Queensland
26,blue-collar,married,basic.9y,no,no,no,telephone,May,Tuesday,295,1,nonexistent,Not Subscribed,1,New South Wales
26,blue-collar,single,high.school,unknown,no,no,telephone,May,Tuesday,106,1,nonexistent,Not Subscribed,1,New South Wales
47,blue-collar,married,basic.4y,unknown,no,yes,telephone,May,Tuesday,93,1,nonexistent,Not Subscribed,1,Queensland
58,retired,married,unknown,no,unknown,unknown,telephone,May,Tuesday,174,1,nonexistent,Not Subscribed,1,South Australia
58,retired,married,unknown,no,unknown,unknown,telephone,May,Tuesday,124,1,nonexistent,Not Subscribed,1,Victoria
54,management,divorced,university.degree,no,yes,no,telephone,May,Tuesday,62,3,nonexistent,Not Subscribed,1,New South Wales
38,blue-collar,single,basic.9y,no,yes,no,telephone,May,Tuesday,2231,1,nonexistent,Subscribed,0,New South Wales
40,technician,divorced,university.degree,no,yes,no,telephone,May,Tuesday,217,1,nonexistent,Not Subscribed,1,Queensland
35,admin.,married,university.degree,no,yes,no,telephone,May,Tuesday,343,1,nonexistent,Not Subscribed,1,Western Australia
35,blue-collar,married,basic.9y,no,no,no,telephone,May,Tuesday,227,4,nonexistent,Not Subscribed,1,New South Wales
34,admin.,married,professional.course,no,yes,no,telephone,May,Tuesday,248,2,nonexistent,Not Subscribed,1,New South Wales
28,technician,married,high.school,no,no,no,telephone,May,Tuesday,180,1,nonexistent,Not Subscribed,1,Queensland
36,services,single,basic.9y,no,yes,yes,telephone,May,Tuesday,117,1,nonexistent,Not Subscribed,1,New South Wales
42,admin.,single,high.school,no,no,no,telephone,May,Tuesday,205,1,nonexistent,Not Subscribed,1,Victoria
37,technician,single,university.degree,no,yes,no,telephone,May,Tuesday,370,1,nonexistent,Not Subscribed,1,New South Wales
45,services,married,basic.9y,no,no,no,telephone,May,Tuesday,427,1,nonexistent,Not Subscribed,1,Victoria
48,self-employed,married,basic.9y,unknown,yes,no,telephone,May,Tuesday,289,2,nonexistent,Not Subscribed,1,South Australia
53,technician,married,professional.course,unknown,yes,no,telephone,May,Tuesday,170,1,nonexistent,Not Subscribed,1,Queensland
42,technician,married,basic.6y,no,yes,no,telephone,May,Tuesday,705,1,nonexistent,Not Subscribed,1,South Australia
53,technician,married,professional.course,unknown,yes,no,telephone,May,Tuesday,198,1,nonexistent,Not Subscribed,1,New South Wales
53,technician,married,professional.course,unknown,yes,yes,telephone,May,Tuesday,247,1,nonexistent,Not Subscribed,1,Queensland
33,blue-collar,divorced,basic.6y,unknown,yes,no,telephone,May,Tuesday,226,1,nonexistent,Not Subscribed,1,New South Wales
30,unknown,single,university.degree,no,no,no,telephone,May,Tuesday,213,1,nonexistent,Not Subscribed,1,New South Wales
34,admin.,married,university.degree,no,no,no,telephone,May,Tuesday,174,1,nonexistent,Not Subscribed,1,Victoria
48,technician,married,high.school,no,no,no,telephone,May,Tuesday,166,1,nonexistent,Not Subscribed,1,Victoria
34,admin.,married,university.degree,no,no,no,telephone,May,Tuesday,373,1,nonexistent,Not Subscribed,1,New South Wales
49,services,divorced,basic.9y,no,yes,no,telephone,May,Tuesday,259,1,nonexistent,Not Subscribed,1,Victoria
48,technician,married,high.school,no,no,yes,telephone,May,Tuesday,340,1,nonexistent,Not Subscribed,1,Queensland
38,blue-collar,single,university.degree,unknown,no,no,telephone,May,Tuesday,392,1,nonexistent,Not Subscribed,1,Queensland
44,technician,married,professional.course,unknown,yes,no,telephone,May,Tuesday,245,1,nonexistent,Not Subscribed,1,New South Wales
